Name,date,habitat,transect,quadrat,Aux5,Height (cm),Depth,Camera,Photographer,Water quality,Strobes,Framing gear used,White balance card,Comments,Row,Column,Label,Annotator,Date annotated,Machine suggestion 1,Machine confidence 1,Machine suggestion 2,Machine confidence 2,Machine suggestion 3,Machine confidence 3,Machine suggestion 4,Machine confidence 4,Machine suggestion 5,Machine confidence 5,site,management,latitude,longitude
Santa Fe_Cayo Blanco_T1_GOPR3223.JPG,08/03/2021,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2563,4167,Dictyota,robot,2022-10-04T18:35:59Z,Dictyota,59,Unk,4,BrownM,4,Turf_sand,3,MAL_turf,2,cayo_blanco,Reserve,15.928,-86.037
Santa Fe_Cayo Blanco_T1_GOPR3223.JPG,08/03/2021,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2761,2244,MAL_turf,robot,2022-10-04T18:35:59Z,MAL_turf,12,Unk,8,AgTen,7,Sand,6,Turf_sand,6,cayo_blanco,Reserve,15.928,-86.037
Santa Fe_Cayo Blanco_T1_GOPR3223.JPG,08/03/2021,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2885,3110,Siderastr,robot,2022-10-04T18:35:59Z,Siderastr,61,Turf_sand,2,Mont_spp,2,Unk,2,MAL_turf,2,cayo_blanco,Reserve,15.928,-86.037
Santa Fe_Cayo Blanco_T1_GOPR3223.JPG,08/03/2021,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3139,3695,Dictyota,robot,2022-10-04T18:35:59Z,Dictyota,73,SP,2,Unk,2,BrownM,2,MAL_turf,2,cayo_blanco,Reserve,15.928,-86.037
Santa Fe_Cayo Blanco_T1_GOPR3224.JPG,08/03/2021,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,945,1247,Sand,robot,2022-10-04T18:35:59Z,Sand,35,Turf_sand,12,MAL_turf,5,Unk,4,MAL,3,cayo_blanco,Reserve,15.928,-86.037
Santa Fe_Cayo Blanco_T1_GOPR3224.JPG,08/03/2021,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,756,3267,AgTen,robot,2022-10-04T18:35:59Z,AgTen,76,Lobophora,2,Unk,2,MAL_turf,2,Turf_sand,1,cayo_blanco,Reserve,15.928,-86.037
Santa Fe_Cayo Blanco_T1_GOPR3224.JPG,08/03/2021,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,653,3572,Dictyota,robot,2022-10-04T18:35:59Z,Dictyota,67,BrownM,4,MAL,2,Unk,2,MAL_turf,2,cayo_blanco,Reserve,15.928,-86.037
Santa Fe_Cayo Blanco_T1_GOPR3224.JPG,08/03/2021,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,650,3829,Dictyota,robot,2022-10-04T18:35:59Z,Dictyota,74,Unk,2,BrownM,2,MAL_turf,2,MAL,1,cayo_blanco,Reserve,15.928,-86.037
Santa Fe_Cayo Blanco_T1_GOPR3224.JPG,08/03/2021,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1297,1147,Dictyota,robot,2022-10-04T18:35:59Z,Dictyota,23,SP,9,BrownM,7,Lobophora,6,MAL_turf,5,cayo_blanco,Reserve,15.928,-86.037
Santa Fe_Cayo Blanco_T1_GOPR3224.JPG,08/03/2021,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1421,1618,Sand,robot,2022-10-04T18:35:59Z,Sand,75,Unk,2,MAL_turf,2,Turf_sand,2,Mont_spp,1,cayo_blanco,Reserve,15.928,-86.037
Santa Fe_Cayo Blanco_T1_GOPR3224.JPG,08/03/2021,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1265,4292,Dictyota,robot,2022-10-04T18:35:59Z,Dictyota,17,MAL_turf,15,MAL,10,BrownM,8,Unk,5,cayo_blanco,Reserve,15.928,-86.037
Santa Fe_Cayo Blanco_T1_GOPR3224.JPG,08/03/2021,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1252,4010,Lobophora,robot,2022-10-04T18:35:59Z,Lobophora,37,AgTen,32,MAL_turf,4,Pavement,2,Unk,2,cayo_blanco,Reserve,15.928,-86.037
Santa Fe_Cayo Blanco_T1_GOPR3224.JPG,08/03/2021,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1639,4294,MAL,robot,2022-10-04T18:35:59Z,MAL,23,MAL_turf,16,Dictyota,9,Unk,6,BrownM,5,cayo_blanco,Reserve,15.928,-86.037
Santa Fe_Cayo Blanco_T1_GOPR3224.JPG,08/03/2021,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1663,3832,AgTen,robot,2022-10-04T18:35:59Z,AgTen,78,MAL_turf,2,Mont_spp,1,Turf_sand,1,Unk,1,cayo_blanco,Reserve,15.928,-86.037
Santa Fe_Cayo Blanco_T1_GOPR3224.JPG,08/03/2021,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1211,4399,Dictyota,robot,2022-10-04T18:35:59Z,Dictyota,76,Unk,2,MAL_turf,2,Mont_spp,1,Turf_sand,1,cayo_blanco,Reserve,15.928,-86.037
Santa Fe_Cayo Blanco_T1_GOPR3224.JPG,08/03/2021,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011,1222,Dictyota,robot,2022-10-04T18:35:59Z,Dictyota,64,Unk,3,SP,2,Turf_sand,2,MAL_turf,2,cayo_blanco,Reserve,15.928,-86.037
Santa Fe_Cayo Blanco_T1_GOPR3224.JPG,08/03/2021,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2057,2346,Turf_sand,robot,2022-10-04T18:35:59Z,Turf_sand,60,MAL,4,Unk,4,MAL_turf,3,Pavement,2,cayo_blanco,Reserve,15.928,-86.037
Santa Fe_Cayo Blanco_T1_GOPR3224.JPG,08/03/2021,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1965,2560,AgTen,robot,2022-10-04T18:35:59Z,AgTen,72,Lobophora,4,MAL_turf,2,Unk,2,Turf_sand,1,cayo_blanco,Reserve,15.928,-86.037
Santa Fe_Cayo Blanco_T1_GOPR3224.JPG,08/03/2021,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1913,4184,AgTen,robot,2022-10-04T18:35:59Z,AgTen,53,Lobophora,16,Unk,3,Turf_sand,2,MAL_turf,2,cayo_blanco,Reserve,15.928,-86.037
Santa Fe_Cayo Blanco_T1_GOPR3224.JPG,08/03/2021,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2403,2789,MAL_turf,robot,2022-10-04T18:35:59Z,MAL_turf,15,Turf_sand,13,Lobophora,11,MAL,8,Unk,7,cayo_blanco,Reserve,15.928,-86.037
Santa Fe_Cayo Blanco_T1_GOPR3224.JPG,08/03/2021,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2547,3015,Unk,robot,2022-10-04T18:35:59Z,Unk,64,MAL,4,Turf_sand,4,Lobophora,2,MAL_turf,2,cayo_blanco,Reserve,15.928,-86.037
Santa Fe_Cayo Blanco_T1_GOPR3224.JPG,08/03/2021,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2497,3822,AgTen,robot,2022-10-04T18:35:59Z,AgTen,78,MAL_turf,2,Mont_spp,1,Turf_sand,1,Unk,1,cayo_blanco,Reserve,15.928,-86.037
Santa Fe_Cayo Blanco_T1_GOPR3224.JPG,08/03/2021,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3193,903,Dictyota,robot,2022-10-04T18:35:59Z,Dictyota,33,MAL_turf,12,MAL,7,Unk,4,Turf_sand,3,cayo_blanco,Reserve,15.928,-86.037
Santa Fe_Cayo Blanco_T1_GOPR3224.JPG,08/03/2021,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3260,2938,AgTen,robot,2022-10-04T18:35:59Z,AgTen,78,MAL_turf,2,Mont_spp,1,Turf_sand,1,Unk,1,cayo_blanco,Reserve,15.928,-86.037
Santa Fe_Cayo Blanco_T1_GOPR3224.JPG,08/03/2021,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3192,2699,AgTen,robot,2022-10-04T18:35:59Z,AgTen,78,MAL_turf,2,Mont_spp,1,Turf_sand,1,Unk,1,cayo_blanco,Reserve,15.928,-86.037
Santa Fe_Cayo Blanco_T1_GOPR3224.JPG,08/03/2021,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3139,3267,AgTen,robot,2022-10-04T18:35:59Z,AgTen,77,Unk,2,MAL_turf,2,Mont_spp,1,Turf_sand,1,cayo_blanco,Reserve,15.928,-86.037
Santa Fe_Cayo Blanco_T1_GOPR3224.JPG,08/03/2021,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3255,3585,Lobophora,robot,2022-10-04T18:35:59Z,Lobophora,30,Unk,8,MAL_turf,7,BrownM,4,MAL,4,cayo_blanco,Reserve,15.928,-86.037
Santa Fe_Cayo Blanco_T1_GOPR3224.JPG,08/03/2021,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3281,3091,AgTen,robot,2022-10-04T18:35:59Z,AgTen,78,MAL_turf,2,Mont_spp,1,Turf_sand,1,Unk,1,cayo_blanco,Reserve,15.928,-86.037
Santa Fe_Cayo Blanco_T1_GOPR3224.JPG,08/03/2021,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2943,3714,Turf_sand,robot,2022-10-04T18:35:59Z,Turf_sand,24,MAL_turf,20,MAL,6,Unk,6,Pavement,4,cayo_blanco,Reserve,15.928,-86.037
Santa Fe_Cayo Blanco_T1_GOPR3225.JPG,08/03/2021,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,824,1352,Dictyota,robot,2022-10-04T18:35:59Z,Dictyota,76,Unk,2,Turf_sand,2,MAL_turf,2,Mont_spp,1,cayo_blanco,Reserve,15.928,-86.037
Santa Fe_Cayo Blanco_T1_GOPR3225.JPG,08/03/2021,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,663,891,Dictyota,robot,2022-10-04T18:35:59Z,Dictyota,77,Unk,2,MAL_turf,2,Mont_spp,1,Turf_sand,1,cayo_blanco,Reserve,15.928,-86.037
Santa Fe_Cayo Blanco_T1_GOPR3225.JPG,08/03/2021,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1040,4228,PorAstr,robot,2022-10-04T18:35:59Z,PorAstr,48,Lobophora,21,MAL_turf,4,MAL,2,Unk,2,cayo_blanco,Reserve,15.928,-86.037
Santa Fe_Cayo Blanco_T1_GOPR3225.JPG,08/03/2021,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1259,984,Dictyota,robot,2022-10-04T18:35:59Z,Dictyota,74,Lobophora,2,BrownM,2,Unk,2,MAL_turf,2,cayo_blanco,Reserve,15.928,-86.037
Santa Fe_Cayo Blanco_T1_GOPR3225.JPG,08/03/2021,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1528,2281,Sand,robot,2022-10-04T18:35:59Z,Sand,56,Turf_sand,10,MAL_turf,3,Mont_spp,2,Unk,2,cayo_blanco,Reserve,15.928,-86.037
Santa Fe_Cayo Blanco_T1_GOPR3225.JPG,08/03/2021,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2063,1207,Dictyota,robot,2022-10-04T18:35:59Z,Dictyota,72,Turf_sand,3,Unk,2,MAL_turf,2,Mont_spp,1,cayo_blanco,Reserve,15.928,-86.037
Santa Fe_Cayo Blanco_T1_GOPR3225.JPG,08/03/2021,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2097,2022,Dictyota,robot,2022-10-04T18:35:59Z,Dictyota,77,Unk,2,MAL_turf,2,Mont_spp,1,Turf_sand,1,cayo_blanco,Reserve,15.928,-86.037
Santa Fe_Cayo Blanco_T1_GOPR3225.JPG,08/03/2021,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1727,1562,Dictyota,robot,2022-10-04T18:35:59Z,Dictyota,77,Unk,2,MAL_turf,2,Mont_spp,1,Turf_sand,1,cayo_blanco,Reserve,15.928,-86.037
Santa Fe_Cayo Blanco_T1_GOPR3225.JPG,08/03/2021,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2104,2259,Dictyota,robot,2022-10-04T18:35:59Z,Dictyota,77,Unk,2,MAL_turf,2,Mont_spp,1,Turf_sand,1,cayo_blanco,Reserve,15.928,-86.037
Santa Fe_Cayo Blanco_T1_GOPR3225.JPG,08/03/2021,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015,2434,Dictyota,robot,2022-10-04T18:35:59Z,Dictyota,77,Unk,2,MAL_turf,2,Mont_spp,1,Turf_sand,1,cayo_blanco,Reserve,15.928,-86.037
Santa Fe_Cayo Blanco_T1_GOPR3225.JPG,08/03/2021,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1805,3526,Dictyota,robot,2022-10-04T18:35:59Z,Dictyota,76,Unk,2,MAL_turf,2,Turf_sand,1,MAL,1,cayo_blanco,Reserve,15.928,-86.037
Santa Fe_Cayo Blanco_T1_GOPR3225.JPG,08/03/2021,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1730,3469,Dictyota,robot,2022-10-04T18:35:59Z,Dictyota,73,MAL_turf,4,Turf_sand,2,Unk,2,Mont_spp,1,cayo_blanco,Reserve,15.928,-86.037
Santa Fe_Cayo Blanco_T1_GOPR3225.JPG,08/03/2021,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1685,3809,Sand,robot,2022-10-04T18:35:59Z,Sand,76,Mont_spp,2,Unk,2,MAL_turf,2,Turf_sand,1,cayo_blanco,Reserve,15.928,-86.037
Santa Fe_Cayo Blanco_T1_GOPR3225.JPG,08/03/2021,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2349,2055,Dictyota,robot,2022-10-04T18:35:59Z,Dictyota,74,BrownM,2,Unk,2,MAL_turf,2,Turf_sand,1,cayo_blanco,Reserve,15.928,-86.037
Santa Fe_Cayo Blanco_T1_GOPR3225.JPG,08/03/2021,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2367,1933,Dictyota,robot,2022-10-04T18:35:59Z,Dictyota,76,Unk,2,MAL_turf,2,BrownM,1,Turf_sand,1,cayo_blanco,Reserve,15.928,-86.037
Santa Fe_Cayo Blanco_T1_GOPR3225.JPG,08/03/2021,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2479,2631,Sand,robot,2022-10-04T18:35:59Z,Sand,31,MAL_turf,6,Pavement,5,Mont_spp,4,Unk,4,cayo_blanco,Reserve,15.928,-86.037
Santa Fe_Cayo Blanco_T1_GOPR3225.JPG,08/03/2021,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2430,4004,Dictyota,robot,2022-10-04T18:35:59Z,Dictyota,72,MAL,2,Turf_sand,2,Unk,2,MAL_turf,2,cayo_blanco,Reserve,15.928,-86.037
Santa Fe_Cayo Blanco_T1_GOPR3225.JPG,08/03/2021,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2551,3879,Mont_spp,robot,2022-10-04T18:35:59Z,Mont_spp,19,Paly,9,Unk,5,MAL_turf,5,Turf_sand,4,cayo_blanco,Reserve,15.928,-86.037
Santa Fe_Cayo Blanco_T1_GOPR3225.JPG,08/03/2021,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2971,1910,Dictyota,robot,2022-10-04T18:35:59Z,Dictyota,76,Unk,2,MAL_turf,2,Mont_spp,1,Turf_sand,1,cayo_blanco,Reserve,15.928,-86.037
Santa Fe_Cayo Blanco_T1_GOPR3225.JPG,08/03/2021,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3211,2815,Dictyota,robot,2022-10-04T18:35:59Z,Dictyota,77,Unk,2,MAL_turf,2,Mont_spp,1,Turf_sand,1,cayo_blanco,Reserve,15.928,-86.037
Santa Fe_Cayo Blanco_T1_GOPR3225.JPG,08/03/2021,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3058,2287,Dictyota,robot,2022-10-04T18:35:59Z,Dictyota,77,Unk,2,MAL_turf,2,Mont_spp,1,Turf_sand,1,cayo_blanco,Reserve,15.928,-86.037
Santa Fe_Cayo Blanco_T1_GOPR3225.JPG,08/03/2021,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3282,2611,Dictyota,robot,2022-10-04T18:35:59Z,Dictyota,77,Unk,2,MAL_turf,2,Mont_spp,1,Turf_sand,1,cayo_blanco,Reserve,15.928,-86.037
Santa Fe_Cayo Blanco_T1_GOPR3225.JPG,08/03/2021,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3031,2685,Dictyota,robot,2022-10-04T18:36:00Z,Dictyota,77,Unk,2,MAL_turf,2,Mont_spp,1,Turf_sand,1,cayo_blanco,Reserve,15.928,-86.037
Santa Fe_Cayo Blanco_T1_GOPR3225.JPG,08/03/2021,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3291,3179,Dictyota,robot,2022-10-04T18:36:00Z,Dictyota,77,Unk,2,MAL_turf,2,Mont_spp,1,Turf_sand,1,cayo_blanco,Reserve,15.928,-86.037
Santa Fe_Cayo Blanco_T1_GOPR3225.JPG,08/03/2021,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2883,3245,Dictyota,robot,2022-10-04T18:36:00Z,Dictyota,73,Unk,2,Turf_sand,2,MAL_turf,2,MAL,1,cayo_blanco,Reserve,15.928,-86.037
Santa Fe_Cayo Blanco_T1_GOPR3226.JPG,08/03/2021,NA,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1057,1164,Dictyota,robot,2022-10-04T18:36:00Z,Dictyota,61,MAL_turf,6,Turf_sand,3,MAL,2,Unk,2,cayo_blanco,Reserve,15.928,-86.037
Santa Fe_Cayo Blanco_T1_GOPR3226.JPG,08/03/2021,NA,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,584,1049,Dictyota,robot,2022-10-04T18:36:00Z,Dictyota,75,Turf_sand,2,Unk,2,MAL_turf,2,Mont_spp,1,cayo_blanco,Reserve,15.928,-86.037
Santa Fe_Cayo Blanco_T1_GOPR3226.JPG,08/03/2021,NA,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,982,1172,Dictyota,robot,2022-10-04T18:36:00Z,Dictyota,72,MAL_turf,4,Turf_sand,2,Unk,2,Mont_spp,1,cayo_blanco,Reserve,15.928,-86.037
Santa Fe_Cayo Blanco_T1_GOPR3226.JPG,08/03/2021,NA,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,952,1850,Dictyota,robot,2022-10-04T18:36:00Z,Dictyota,77,Unk,2,MAL_turf,2,Mont_spp,1,Turf_sand,1,cayo_blanco,Reserve,15.928,-86.037
Santa Fe_Cayo Blanco_T1_GOPR3226.JPG,08/03/2021,NA,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,680,2922,Dictyota,robot,2022-10-04T18:36:00Z,Dictyota,75,Unk,2,Turf_sand,2,MAL_turf,2,Mont_spp,1,cayo_blanco,Reserve,15.928,-86.037
Santa Fe_Cayo Blanco_T1_GOPR3226.JPG,08/03/2021,NA,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,743,2488,Dictyota,robot,2022-10-04T18:36:00Z,Dictyota,77,Unk,2,MAL_turf,2,Mont_spp,1,Turf_sand,1,cayo_blanco,Reserve,15.928,-86.037
Santa Fe_Cayo Blanco_T1_GOPR3226.JPG,08/03/2021,NA,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,989,2562,Dictyota,robot,2022-10-04T18:36:00Z,Dictyota,77,Unk,2,MAL_turf,2,Mont_spp,1,Turf_sand,1,cayo_blanco,Reserve,15.928,-86.037
