Methodology *,Site *,Management *,Sample date: Year *,Sample date: Month *,Sample date: Day *,Depth *,Transect number *,Benthic attribute *,Interval start *,Transect length surveyed *,Interval size *,Observation interval *,Observer emails *
point,wawon2,Managed Access,2021,3,31,8,3,Other invertebrates,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,wawon2,Managed Access,2021,3,31,8,3,Rubble,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,wawon2,Managed Access,2021,3,31,8,3,Coralline algae,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,magin3,Managed Access,2019,4,22,4,3,Acropora,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,wawon2,Managed Access,2021,3,31,8,3,Macroalgae,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,wawon2,Managed Access,2021,3,31,8,3,Sponge,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,wawon2,Managed Access,2021,3,31,8,3,Rock,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,talray4,Reserve,2019,4,24,8,2,Xenia,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,wawon4,Managed Access,2021,3,31,6,1,Acropora,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,wawon4,Managed Access,2021,3,31,6,1,Hard coral,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,wawon4,Managed Access,2021,3,31,6,1,Sand,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,wawon4,Managed Access,2021,3,31,6,1,Rubble,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,wawon4,Managed Access,2021,3,31,6,1,Coralline algae,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,wawon4,Managed Access,2021,3,31,6,1,Turf algae,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,wawon4,Managed Access,2021,3,31,6,1,Dead coral,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,kapun3,Reserve,2019,4,22,5,2,Dead coral,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,wawon4,Managed Access,2021,3,31,6,1,Milleporidae,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,talray4,Reserve,2019,4,24,8,2,Halimeda,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,wawon4,Managed Access,2021,3,31,6,2,Coralline algae,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,wawon4,Managed Access,2021,3,31,6,2,Sand,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,wawon4,Managed Access,2021,3,31,6,2,Hard coral,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,wawon4,Managed Access,2021,3,31,6,2,Turf algae,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,wawon4,Managed Access,2021,3,31,6,2,Rubble,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,wawon4,Managed Access,2021,3,31,6,2,Acropora,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,wawon4,Managed Access,2021,3,31,6,3,Hard coral,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,wawon4,Managed Access,2021,3,31,6,3,Coralline algae,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,wawon4,Managed Access,2021,3,31,6,3,Rubble,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,talray4,Reserve,2019,4,24,8,2,Macroalgae,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,magin3,Managed Access,2019,4,22,4,3,Corallina,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,wawon4,Managed Access,2021,3,31,6,3,Turf algae,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,wawon4,Managed Access,2021,3,31,6,3,Australophyllia,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,wawon4,Managed Access,2021,3,31,6,3,Milleporidae,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,wawon4,Managed Access,2021,3,31,6,3,Acropora,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,wawon4,Managed Access,2021,3,31,6,3,Soft coral,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,wawon4,Managed Access,2021,3,31,6,3,Sand,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,wawon6,Reserve,2021,3,31,8,1,Coralline algae,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,wawon6,Reserve,2021,3,31,8,1,Rubble,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,talray4,Reserve,2019,4,24,8,2,Turf algae,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,wawon6,Reserve,2021,3,31,8,1,Acropora,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,wawon6,Reserve,2021,3,31,8,1,Soft coral,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,magin3,Managed Access,2019,4,22,4,3,Corallina,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,wawon6,Reserve,2021,3,31,8,1,Hard coral,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,wawon6,Reserve,2021,3,31,8,1,Coralline algae,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,wawon6,Reserve,2021,3,31,8,1,Sponge,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,wawon6,Reserve,2021,3,31,8,1,Other invertebrates,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,wawon6,Reserve,2021,3,31,8,1,Heliopora,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,wawon6,Reserve,2021,3,31,8,1,Dead coral,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,talray4,Reserve,2019,4,24,8,2,Crustose coralline algae,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,wawon6,Reserve,2021,3,31,8,1,Hydroid,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,wawon6,Reserve,2021,3,31,8,2,Soft coral,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,wawon6,Reserve,2021,3,31,8,2,Acropora,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,wawon6,Reserve,2021,3,31,8,2,Hard coral,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,magin3,Managed Access,2019,4,22,4,3,Corallina,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,wawon6,Reserve,2021,3,31,8,2,Rubble,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,wawon6,Reserve,2021,3,31,8,2,Sponge,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,wawon6,Reserve,2021,3,31,8,2,Coralline algae,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,wawon6,Reserve,2021,3,31,8,2,Turf algae,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,talray4,Reserve,2019,4,24,8,2,Rock,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,wawon6,Reserve,2021,3,31,8,3,Rubble,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,wawon6,Reserve,2021,3,31,8,3,Soft coral,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,wawon6,Reserve,2021,3,31,8,3,Acropora,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,wawon6,Reserve,2021,3,31,8,3,Hard coral,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,wawon6,Reserve,2021,3,31,8,3,Coralline algae,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,wawon6,Reserve,2021,3,31,8,3,Coralline algae,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,magin3,Managed Access,2019,4,22,4,3,Coralimorph,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,wawon6,Reserve,2021,3,31,8,3,Sand,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,wawon6,Reserve,2021,3,31,8,3,Other invertebrates,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,siont2,Managed Access,2019,5,12,5,3,Acropora,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,talray4,Reserve,2019,4,24,8,2,Dead coral,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,wawon6,Reserve,2021,3,31,8,3,Hydroid,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,wawon6,Reserve,2021,3,31,8,3,Heliopora,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,wawon6,Reserve,2021,3,31,8,3,Rock,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,wawon7,Managed Access,2021,3,30,8,1,Coralline algae,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,wawon7,Managed Access,2021,3,30,8,1,Rubble,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,wawon7,Managed Access,2021,3,30,8,1,Dead coral,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,wawon7,Managed Access,2021,3,30,8,1,Soft coral,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,talray4,Reserve,2019,4,24,8,2,Sand,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,wawon7,Managed Access,2021,3,30,8,1,Hard coral,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,uz2,Managed Access,2017,6,10,8,2,Acropora,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,magin3,Managed Access,2019,4,22,4,3,Corallinaceae,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,wawon7,Managed Access,2021,3,30,8,1,Other invertebrates,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,wawon7,Managed Access,2021,3,30,8,1,Turf algae,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,wawon7,Managed Access,2021,3,30,8,1,Sponge,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,wawon7,Managed Access,2021,3,30,8,2,Coralline algae,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,wawon7,Managed Access,2021,3,30,8,2,Hard coral,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,wawon7,Managed Access,2021,3,30,8,2,Rubble,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,wawon7,Managed Access,2021,3,30,8,2,Turf algae,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,wawon7,Managed Access,2021,3,30,8,2,Soft coral,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,wawon7,Managed Access,2021,3,30,8,2,Coralline algae,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,wawon7,Managed Access,2021,3,30,8,2,Rock,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,magin3,Managed Access,2019,4,22,4,3,Coralimorph,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,wawon7,Managed Access,2021,3,30,8,2,Sponge,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,wawon7,Managed Access,2021,3,30,8,3,Coralline algae,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,wawon7,Managed Access,2021,3,30,8,3,Turf algae,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,wawon7,Managed Access,2021,3,30,8,3,Hard coral,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,wawon7,Managed Access,2021,3,30,8,3,Sponge,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,laben6,Managed Access,2019,4,7,9,3,Corallinaceae,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,wawon7,Managed Access,2021,3,30,8,3,Rock,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,wawon7,Managed Access,2021,3,30,8,3,Rubble,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,wawon7,Managed Access,2021,3,30,8,3,Soft coral,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,wawon7,Managed Access,2021,3,30,8,3,Other invertebrates,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,wawon7,Managed Access,2021,3,30,8,3,Coralline algae,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,magin3,Managed Access,2019,4,22,4,3,Tubipora,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,wawon8,Managed Access,2021,3,31,6,1,Heliopora,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,wawon8,Managed Access,2021,3,31,6,1,Soft coral,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,wawon8,Managed Access,2021,3,31,6,1,Rubble,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,lasol6,Managed Access,2019,4,8,8,1,Acropora,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,wawon8,Managed Access,2021,3,31,6,1,Hard coral,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,kapun3,Reserve,2019,4,22,5,1,Heliopora,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,wawon8,Managed Access,2021,3,31,6,1,Turf algae,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,wawon8,Managed Access,2021,3,31,6,1,Milleporidae,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,wawon8,Managed Access,2021,3,31,6,1,Sand,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,wawon8,Managed Access,2021,3,31,6,1,Sponge,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,wawon8,Managed Access,2021,3,31,6,2,Rubble,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,wawon8,Managed Access,2021,3,31,6,2,Hard coral,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,magin3,Managed Access,2019,4,22,4,3,Millepora,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,wawon8,Managed Access,2021,3,31,6,2,Heliopora,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,kulis3,Managed Access,2019,5,14,7,2,Rock,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,wawon8,Managed Access,2021,3,31,6,2,Soft coral,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,wawon8,Managed Access,2021,3,31,6,2,Dead coral,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,wawon8,Managed Access,2021,3,31,6,2,Turf algae,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,wawon8,Managed Access,2021,3,31,6,3,Hard coral,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,wawon8,Managed Access,2021,3,31,6,3,Rubble,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,wawon8,Managed Access,2021,3,31,6,3,Soft coral,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,wawon8,Managed Access,2021,3,31,6,3,Turf algae,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,wawon8,Managed Access,2021,3,31,6,3,Heliopora,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,wawon8,Managed Access,2021,3,31,6,3,Sand,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,talray4,Reserve,2019,4,24,8,2,Rubble,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,magin3,Managed Access,2019,4,22,4,3,Heliopora,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,wawon8,Managed Access,2021,3,31,6,3,Coralline algae,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,wawon8,Managed Access,2021,3,31,6,3,Acropora,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,ntz1,Reserve,2021,4,10,10,1,Silt,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,ntz1,Reserve,2021,4,10,10,1,Sand,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,ntz1,Reserve,2021,4,10,10,1,Coralline algae,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,ntz1,Reserve,2021,4,10,10,1,Hard coral,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,ntz1,Reserve,2021,4,10,10,2,Silt,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,ntz1,Reserve,2021,4,10,10,2,Coralline algae,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,talray4,Reserve,2019,4,24,8,2,Silt,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,ntz1,Reserve,2021,4,10,10,2,Hard coral,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,ntz1,Reserve,2021,4,10,10,2,Sand,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,magin3,Managed Access,2019,4,22,4,3,Soft coral,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,ntz1,Reserve,2021,4,10,10,2,Other invertebrates,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,ntz1,Reserve,2021,4,10,10,3,Coralline algae,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,ntz1,Reserve,2021,4,10,10,3,Rubble,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,ntz1,Reserve,2021,4,10,10,3,Hard coral,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,ntz1,Reserve,2021,4,10,10,3,Sand,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,ntz2,Reserve,2021,4,10,10,1,Coralline algae,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,talray4,Reserve,2019,4,24,8,2,Sponge,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,ntz2,Reserve,2021,4,10,10,1,Hard coral,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,ntz2,Reserve,2021,4,10,10,1,Sand,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,ntz2,Reserve,2021,4,10,10,1,Rubble,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,ntz2,Reserve,2021,4,10,10,1,Turf algae,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,kapun3,Reserve,2019,4,22,5,2,Sand,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,ntz2,Reserve,2021,4,10,10,1,Other invertebrates,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,ntz2,Reserve,2021,4,10,10,1,Acropora,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,ntz2,Reserve,2021,4,10,10,2,Tubipora,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,ntz2,Reserve,2021,4,10,10,2,Coralline algae,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,talray4,Reserve,2019,4,24,8,2,Hydroid,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,ntz2,Reserve,2021,4,10,10,2,Hard coral,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,ntz2,Reserve,2021,4,10,10,2,Sand,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,ntz2,Reserve,2021,4,10,10,2,Acropora,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,ntz2,Reserve,2021,4,10,10,2,Macroalgae,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,ntz2,Reserve,2021,4,10,10,2,Coralline algae,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,ntz2,Reserve,2021,4,10,10,2,Turf algae,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,magin3,Managed Access,2019,4,22,4,3,Xenia,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,ntz2,Reserve,2021,4,10,10,2,Dead coral,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,ntz2,Reserve,2021,4,10,10,2,Rubble,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,siont2,Managed Access,2019,5,12,5,3,Acropora,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,talray4,Reserve,2019,4,24,8,2,Other invertebrates,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,ntz2,Reserve,2021,4,10,10,2,Soft coral,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,ntz2,Reserve,2021,4,10,10,2,Sponge,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,ntz2,Reserve,2021,4,10,10,3,Rubble,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,ntz2,Reserve,2021,4,10,10,3,Hard coral,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,ntz2,Reserve,2021,4,10,10,3,Sand,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,ntz2,Reserve,2021,4,10,10,3,Macroalgae,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,ntz2,Reserve,2021,4,10,10,3,Coralline algae,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,ntz2,Reserve,2021,4,10,10,3,Diploastreidae,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,magin3,Managed Access,2019,4,22,4,3,Halimeda,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,talray4,Reserve,2019,4,24,8,2,Bleached coral,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,ntz3,Reserve,2021,4,11,7,1,Coralline algae,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,ntz3,Reserve,2021,4,11,7,1,Rubble,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,ntz3,Reserve,2021,4,11,7,1,Millepora,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,ntz3,Reserve,2021,4,11,7,1,Hard coral,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,ntz3,Reserve,2021,4,11,7,1,Acropora,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,ntz3,Reserve,2021,4,11,7,1,Other invertebrates,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,ntz3,Reserve,2021,4,11,7,1,Sand,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,ntz3,Reserve,2021,4,11,7,1,Turf algae,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,talray4,Reserve,2019,4,24,8,3,Acropora,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,ntz3,Reserve,2021,4,11,7,2,Rubble,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,ntz3,Reserve,2021,4,11,7,2,Sand,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,magin3,Managed Access,2019,4,22,4,3,Macroalgae,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,ntz3,Reserve,2021,4,11,7,2,Hard coral,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,ntz3,Reserve,2021,4,11,7,2,Halimeda,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,ntz3,Reserve,2021,4,11,7,2,Coralline algae,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,ntz3,Reserve,2021,4,11,7,2,Acropora,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,ntz3,Reserve,2021,4,11,7,3,Hard coral,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,ntz3,Reserve,2021,4,11,7,3,Rubble,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,ntz3,Reserve,2021,4,11,7,3,Coralline algae,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,talray4,Reserve,2019,4,24,8,3,Acropora,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,ntz3,Reserve,2021,4,11,7,3,Acropora,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,ntz3,Reserve,2021,4,11,7,3,Sand,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,ntz3,Reserve,2021,4,11,7,3,Millepora,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,uz2,Managed Access,2017,6,10,8,2,Sponge,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,magin3,Managed Access,2019,4,22,4,3,Turf algae,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,ntz3,Reserve,2021,4,11,7,3,Sponge,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,ntz3,Reserve,2021,4,11,7,3,Halimeda,0.5,50,0.5,0.5,marianoviz1988@gmail.com
