Methodology *,Site *,Management *,Sample date: Year *,Sample date: Month *,Sample date: Day *,Depth *,Transect number *,Benthic attribute *,Quadrat size *,Transect length surveyed *,Quadrat *,Number of points *,Number of points per quadrat *,Number of quadrats *,Observer emails *
benthic_pqt,bajo_calderon_control,Managed Access,2023,6,1,8.3,1,Sponge,1,50,16,1,10,18,marianoviz1988@gmail.com
benthic_pqt,bajo_calderon_control,Managed Access,2023,6,1,8.3,1,Dictyota,1,50,17,10,10,18,marianoviz1988@gmail.com
benthic_pqt,bajo_calderon_control,Managed Access,2023,6,1,8.3,1,Dictyota,1,50,18,3,10,18,marianoviz1988@gmail.com
benthic_pqt,bajo_calderon_control,Managed Access,2023,6,1,8.3,1,Hard coral,1,50,18,1,10,18,marianoviz1988@gmail.com
benthic_pqt,bajo_calderon_control,Managed Access,2023,6,1,8.3,1,Peyssonnelia,1,50,18,2,10,18,marianoviz1988@gmail.com
benthic_pqt,bajo_calderon_control,Managed Access,2023,6,1,8.3,1,Turf algae,1,50,18,3,10,18,marianoviz1988@gmail.com
benthic_pqt,bajo_calderon_control,Managed Access,2023,6,1,8.3,1,Unknown,1,50,18,1,10,18,marianoviz1988@gmail.com
benthic_pqt,bajo_calderon_control,Managed Access,2023,6,1,8.3,2,Dead coral,1,50,1,1,10,10,marianoviz1988@gmail.com
benthic_pqt,bajo_calderon_control,Managed Access,2023,6,1,8.3,2,Dictyota,1,50,1,7,10,10,marianoviz1988@gmail.com
benthic_pqt,bajo_calderon_control,Managed Access,2023,6,1,8.3,2,Lobophora,1,50,1,1,10,10,marianoviz1988@gmail.com
benthic_pqt,bajo_calderon_control,Managed Access,2023,6,1,8.3,2,Sponge,1,50,1,1,10,10,marianoviz1988@gmail.com
benthic_pqt,bajo_calderon_control,Managed Access,2023,6,1,8.3,2,Dictyota,1,50,2,6,10,10,marianoviz1988@gmail.com
benthic_pqt,bajo_calderon_control,Managed Access,2023,6,1,8.3,2,Turf algae,1,50,2,4,10,10,marianoviz1988@gmail.com
benthic_pqt,bajo_calderon_control,Managed Access,2023,6,1,8.3,2,Lobophora,1,50,3,3,10,10,marianoviz1988@gmail.com
benthic_pqt,bajo_calderon_control,Managed Access,2023,6,1,8.3,2,Turf algae,1,50,3,6,10,10,marianoviz1988@gmail.com
benthic_pqt,bajo_calderon_control,Managed Access,2023,6,1,8.3,2,Unknown,1,50,3,1,10,10,marianoviz1988@gmail.com
benthic_pqt,bajo_calderon_control,Managed Access,2023,6,1,8.3,2,Dictyota,1,50,4,1,10,10,marianoviz1988@gmail.com
benthic_pqt,bajo_calderon_control,Managed Access,2023,6,1,8.3,2,Turf algae,1,50,4,9,10,10,marianoviz1988@gmail.com
benthic_pqt,bajo_calderon_control,Managed Access,2023,6,1,8.3,2,Dictyota,1,50,5,8,10,10,marianoviz1988@gmail.com
benthic_pqt,bajo_calderon_control,Managed Access,2023,6,1,8.3,2,Sponge,1,50,5,1,10,10,marianoviz1988@gmail.com
benthic_pqt,bajo_calderon_control,Managed Access,2023,6,1,8.3,2,Turf algae,1,50,5,1,10,10,marianoviz1988@gmail.com
benthic_pqt,bajo_calderon_control,Managed Access,2023,6,1,8.3,2,Dictyota,1,50,6,5,10,10,marianoviz1988@gmail.com
benthic_pqt,bajo_calderon_control,Managed Access,2023,6,1,8.3,2,Lobophora,1,50,6,5,10,10,marianoviz1988@gmail.com
benthic_pqt,bajo_calderon_control,Managed Access,2023,6,1,8.3,2,Dictyota,1,50,7,6,10,10,marianoviz1988@gmail.com
benthic_pqt,bajo_calderon_control,Managed Access,2023,6,1,8.3,2,Soft coral,1,50,7,1,10,10,marianoviz1988@gmail.com
benthic_pqt,bajo_calderon_control,Managed Access,2023,6,1,8.3,2,Turf algae,1,50,7,3,10,10,marianoviz1988@gmail.com
benthic_pqt,bajo_calderon_control,Managed Access,2023,6,1,8.3,2,Dictyota,1,50,8,2,10,10,marianoviz1988@gmail.com
benthic_pqt,bajo_calderon_control,Managed Access,2023,6,1,8.3,2,Sand,1,50,8,8,10,10,marianoviz1988@gmail.com
benthic_pqt,bajo_calderon_control,Managed Access,2023,6,1,8.3,2,Dictyota,1,50,9,10,10,10,marianoviz1988@gmail.com
benthic_pqt,bajo_calderon_control,Managed Access,2023,6,1,8.3,2,Dictyota,1,50,10,6,10,10,marianoviz1988@gmail.com
benthic_pqt,bajo_calderon_control,Managed Access,2023,6,1,8.3,2,Soft coral,1,50,10,4,10,10,marianoviz1988@gmail.com
benthic_pqt,bajo_calderon_control,Managed Access,2023,6,1,8.3,3,Dictyota,1,50,1,1,10,21,marianoviz1988@gmail.com
benthic_pqt,bajo_calderon_control,Managed Access,2023,6,1,8.3,3,Lobophora,1,50,1,5,10,21,marianoviz1988@gmail.com
benthic_pqt,bajo_calderon_control,Managed Access,2023,6,1,8.3,3,Turf algae,1,50,1,4,10,21,marianoviz1988@gmail.com
benthic_pqt,bajo_calderon_control,Managed Access,2023,6,1,8.3,3,Dictyota,1,50,2,7,10,21,marianoviz1988@gmail.com
benthic_pqt,bajo_calderon_control,Managed Access,2023,6,1,8.3,3,Lobophora,1,50,2,2,10,21,marianoviz1988@gmail.com
benthic_pqt,bajo_calderon_control,Managed Access,2023,6,1,8.3,3,Macroalgae,1,50,2,1,10,21,marianoviz1988@gmail.com
benthic_pqt,bajo_calderon_control,Managed Access,2023,6,1,8.3,3,Dictyota,1,50,3,7,10,21,marianoviz1988@gmail.com
benthic_pqt,bajo_calderon_control,Managed Access,2023,6,1,8.3,3,Erythropodium caribaeorum,1,50,3,1,10,21,marianoviz1988@gmail.com
benthic_pqt,bajo_calderon_control,Managed Access,2023,6,1,8.3,3,Sponge,1,50,3,1,10,21,marianoviz1988@gmail.com
benthic_pqt,bajo_calderon_control,Managed Access,2023,6,1,8.3,3,Unknown,1,50,3,1,10,21,marianoviz1988@gmail.com
benthic_pqt,bajo_calderon_control,Managed Access,2023,6,1,8.3,3,Dictyota,1,50,4,8,10,21,marianoviz1988@gmail.com
benthic_pqt,bajo_calderon_control,Managed Access,2023,6,1,8.3,3,Soft coral,1,50,4,1,10,21,marianoviz1988@gmail.com
benthic_pqt,bajo_calderon_control,Managed Access,2023,6,1,8.3,3,Unknown,1,50,4,1,10,21,marianoviz1988@gmail.com
benthic_pqt,bajo_calderon_control,Managed Access,2023,6,1,8.3,3,Dictyota,1,50,5,7,10,21,marianoviz1988@gmail.com
benthic_pqt,bajo_calderon_control,Managed Access,2023,6,1,8.3,3,Hard coral,1,50,5,2,10,21,marianoviz1988@gmail.com
benthic_pqt,bajo_calderon_control,Managed Access,2023,6,1,8.3,3,Unknown,1,50,5,1,10,21,marianoviz1988@gmail.com
benthic_pqt,bajo_calderon_control,Managed Access,2023,6,1,8.3,3,Dictyota,1,50,6,5,10,21,marianoviz1988@gmail.com
benthic_pqt,bajo_calderon_control,Managed Access,2023,6,1,8.3,3,Sponge,1,50,6,5,10,21,marianoviz1988@gmail.com
benthic_pqt,bajo_calderon_control,Managed Access,2023,6,1,8.3,3,Dictyota,1,50,7,8,10,21,marianoviz1988@gmail.com
benthic_pqt,bajo_calderon_control,Managed Access,2023,6,1,8.3,3,Sand,1,50,7,1,10,21,marianoviz1988@gmail.com
benthic_pqt,bajo_calderon_control,Managed Access,2023,6,1,8.3,3,Unknown,1,50,7,1,10,21,marianoviz1988@gmail.com
benthic_pqt,bajo_calderon_control,Managed Access,2023,6,1,8.3,3,Dictyota,1,50,8,5,10,21,marianoviz1988@gmail.com
benthic_pqt,bajo_calderon_control,Managed Access,2023,6,1,8.3,3,Lobophora,1,50,8,1,10,21,marianoviz1988@gmail.com
benthic_pqt,bajo_calderon_control,Managed Access,2023,6,1,8.3,3,Macroalgae,1,50,8,1,10,21,marianoviz1988@gmail.com
benthic_pqt,bajo_calderon_control,Managed Access,2023,6,1,8.3,3,Soft coral,1,50,8,1,10,21,marianoviz1988@gmail.com
benthic_pqt,bajo_calderon_control,Managed Access,2023,6,1,8.3,3,Sponge,1,50,8,1,10,21,marianoviz1988@gmail.com
benthic_pqt,bajo_calderon_control,Managed Access,2023,6,1,8.3,3,Turf algae,1,50,8,1,10,21,marianoviz1988@gmail.com
benthic_pqt,bajo_calderon_control,Managed Access,2023,6,1,8.3,3,Dictyota,1,50,9,7,10,21,marianoviz1988@gmail.com
benthic_pqt,bajo_calderon_control,Managed Access,2023,6,1,8.3,3,Macroalgae,1,50,9,1,10,21,marianoviz1988@gmail.com
benthic_pqt,bajo_calderon_control,Managed Access,2023,6,1,8.3,3,Sponge,1,50,9,1,10,21,marianoviz1988@gmail.com
benthic_pqt,bajo_calderon_control,Managed Access,2023,6,1,8.3,3,Turf algae,1,50,9,1,10,21,marianoviz1988@gmail.com
benthic_pqt,bajo_calderon_control,Managed Access,2023,6,1,8.3,3,Dictyota,1,50,10,5,10,21,marianoviz1988@gmail.com
benthic_pqt,bajo_calderon_control,Managed Access,2023,6,1,8.3,3,Macroalgae,1,50,10,1,10,21,marianoviz1988@gmail.com
benthic_pqt,bajo_calderon_control,Managed Access,2023,6,1,8.3,3,Soft coral,1,50,10,2,10,21,marianoviz1988@gmail.com
benthic_pqt,bajo_calderon_control,Managed Access,2023,6,1,8.3,3,Sponge,1,50,10,2,10,21,marianoviz1988@gmail.com
benthic_pqt,bajo_calderon_control,Managed Access,2023,6,1,8.3,3,Agaricia tenuifolia,1,50,11,2,10,21,marianoviz1988@gmail.com
benthic_pqt,bajo_calderon_control,Managed Access,2023,6,1,8.3,3,Dictyota,1,50,11,1,10,21,marianoviz1988@gmail.com
benthic_pqt,bajo_calderon_control,Managed Access,2023,6,1,8.3,3,Green algae,1,50,11,1,10,21,marianoviz1988@gmail.com
benthic_pqt,bajo_calderon_control,Managed Access,2023,6,1,8.3,3,Macroalgae,1,50,11,1,10,21,marianoviz1988@gmail.com
benthic_pqt,bajo_calderon_control,Managed Access,2023,6,1,8.3,3,Porites,1,50,11,3,10,21,marianoviz1988@gmail.com
benthic_pqt,bajo_calderon_control,Managed Access,2023,6,1,8.3,3,Siderastrea siderea,1,50,11,1,10,21,marianoviz1988@gmail.com
benthic_pqt,bajo_calderon_control,Managed Access,2023,6,1,8.3,3,Turf algae,1,50,11,1,10,21,marianoviz1988@gmail.com
benthic_pqt,bajo_calderon_control,Managed Access,2023,6,1,8.3,3,Dictyota,1,50,12,6,10,21,marianoviz1988@gmail.com
benthic_pqt,bajo_calderon_control,Managed Access,2023,6,1,8.3,3,Hard coral,1,50,12,3,10,21,marianoviz1988@gmail.com
benthic_pqt,bajo_calderon_control,Managed Access,2023,6,1,8.3,3,Macroalgae,1,50,12,1,10,21,marianoviz1988@gmail.com
benthic_pqt,bajo_calderon_control,Managed Access,2023,6,1,8.3,3,Dictyota,1,50,13,8,10,21,marianoviz1988@gmail.com
benthic_pqt,bajo_calderon_control,Managed Access,2023,6,1,8.3,3,Hard coral,1,50,13,1,10,21,marianoviz1988@gmail.com
benthic_pqt,bajo_calderon_control,Managed Access,2023,6,1,8.3,3,Lobophora,1,50,13,1,10,21,marianoviz1988@gmail.com
benthic_pqt,bajo_calderon_control,Managed Access,2023,6,1,8.3,3,Dictyota,1,50,14,9,10,21,marianoviz1988@gmail.com
benthic_pqt,bajo_calderon_control,Managed Access,2023,6,1,8.3,3,Lobophora,1,50,14,1,10,21,marianoviz1988@gmail.com
benthic_pqt,bajo_calderon_control,Managed Access,2023,6,1,8.3,3,Dictyota,1,50,15,6,10,21,marianoviz1988@gmail.com
benthic_pqt,bajo_calderon_control,Managed Access,2023,6,1,8.3,3,Erythropodium caribaeorum,1,50,15,1,10,21,marianoviz1988@gmail.com
benthic_pqt,bajo_calderon_control,Managed Access,2023,6,1,8.3,3,Lobophora,1,50,15,3,10,21,marianoviz1988@gmail.com
benthic_pqt,bajo_calderon_control,Managed Access,2023,6,1,8.3,3,Dictyota,1,50,16,5,10,21,marianoviz1988@gmail.com
benthic_pqt,bajo_calderon_control,Managed Access,2023,6,1,8.3,3,Lobophora,1,50,16,1,10,21,marianoviz1988@gmail.com
benthic_pqt,bajo_calderon_control,Managed Access,2023,6,1,8.3,3,Sponge,1,50,16,4,10,21,marianoviz1988@gmail.com
benthic_pqt,bajo_calderon_control,Managed Access,2023,6,1,8.3,3,Dictyota,1,50,17,4,10,21,marianoviz1988@gmail.com
benthic_pqt,bajo_calderon_control,Managed Access,2023,6,1,8.3,3,Lobophora,1,50,17,3,10,21,marianoviz1988@gmail.com
benthic_pqt,bajo_calderon_control,Managed Access,2023,6,1,8.3,3,Soft coral,1,50,17,1,10,21,marianoviz1988@gmail.com
benthic_pqt,bajo_calderon_control,Managed Access,2023,6,1,8.3,3,Turf algae,1,50,17,1,10,21,marianoviz1988@gmail.com
benthic_pqt,bajo_calderon_control,Managed Access,2023,6,1,8.3,3,Unknown,1,50,17,1,10,21,marianoviz1988@gmail.com
benthic_pqt,bajo_calderon_control,Managed Access,2023,6,1,8.3,3,Dictyota,1,50,18,4,10,21,marianoviz1988@gmail.com
benthic_pqt,bajo_calderon_control,Managed Access,2023,6,1,8.3,3,Macroalgae,1,50,18,4,10,21,marianoviz1988@gmail.com
benthic_pqt,bajo_calderon_control,Managed Access,2023,6,1,8.3,3,Siderastrea siderea,1,50,18,1,10,21,marianoviz1988@gmail.com
benthic_pqt,bajo_calderon_control,Managed Access,2023,6,1,8.3,3,Turf algae,1,50,18,1,10,21,marianoviz1988@gmail.com
benthic_pqt,bajo_calderon_control,Managed Access,2023,6,1,8.3,3,Dictyota,1,50,19,6,10,21,marianoviz1988@gmail.com
benthic_pqt,bajo_calderon_control,Managed Access,2023,6,1,8.3,3,Hard coral,1,50,19,1,10,21,marianoviz1988@gmail.com
benthic_pqt,bajo_calderon_control,Managed Access,2023,6,1,8.3,3,Lobophora,1,50,19,2,10,21,marianoviz1988@gmail.com
benthic_pqt,bajo_calderon_control,Managed Access,2023,6,1,8.3,3,Macroalgae,1,50,19,1,10,21,marianoviz1988@gmail.com
benthic_pqt,bajo_calderon_control,Managed Access,2023,6,1,8.3,3,Dictyota,1,50,20,7,10,21,marianoviz1988@gmail.com
benthic_pqt,bajo_calderon_control,Managed Access,2023,6,1,8.3,3,Lobophora,1,50,20,2,10,21,marianoviz1988@gmail.com
benthic_pqt,bajo_calderon_control,Managed Access,2023,6,1,8.3,3,Unknown,1,50,20,1,10,21,marianoviz1988@gmail.com
benthic_pqt,bajo_calderon_control,Managed Access,2023,6,1,8.3,3,Dictyota,1,50,21,10,10,21,marianoviz1988@gmail.com
benthic_pqt,bajo_calderon_control,Managed Access,2023,6,1,8.3,4,Dictyota,1,50,1,8,10,11,marianoviz1988@gmail.com
benthic_pqt,bajo_calderon_control,Managed Access,2023,6,1,8.3,4,Hard coral,1,50,1,1,10,11,marianoviz1988@gmail.com
benthic_pqt,bajo_calderon_control,Managed Access,2023,6,1,8.3,4,Porites,1,50,1,1,10,11,marianoviz1988@gmail.com
benthic_pqt,bajo_calderon_control,Managed Access,2023,6,1,8.3,4,Dictyota,1,50,2,3,10,11,marianoviz1988@gmail.com
benthic_pqt,bajo_calderon_control,Managed Access,2023,6,1,8.3,4,Turf algae,1,50,2,7,10,11,marianoviz1988@gmail.com
benthic_pqt,bajo_calderon_control,Managed Access,2023,6,1,8.3,4,Dead coral,1,50,3,1,10,11,marianoviz1988@gmail.com
benthic_pqt,bajo_calderon_control,Managed Access,2023,6,1,8.3,4,Dictyota,1,50,3,8,10,11,marianoviz1988@gmail.com
benthic_pqt,bajo_calderon_control,Managed Access,2023,6,1,8.3,4,Turf algae,1,50,3,1,10,11,marianoviz1988@gmail.com
benthic_pqt,bajo_calderon_control,Managed Access,2023,6,1,8.3,4,Dictyota,1,50,4,4,10,11,marianoviz1988@gmail.com
benthic_pqt,bajo_calderon_control,Managed Access,2023,6,1,8.3,4,Lobophora,1,50,4,1,10,11,marianoviz1988@gmail.com
benthic_pqt,bajo_calderon_control,Managed Access,2023,6,1,8.3,4,Turf algae,1,50,4,5,10,11,marianoviz1988@gmail.com
benthic_pqt,bajo_calderon_control,Managed Access,2023,6,1,8.3,4,Dictyota,1,50,5,3,10,11,marianoviz1988@gmail.com
benthic_pqt,bajo_calderon_control,Managed Access,2023,6,1,8.3,4,Hard coral,1,50,5,2,10,11,marianoviz1988@gmail.com
benthic_pqt,bajo_calderon_control,Managed Access,2023,6,1,8.3,4,Lobophora,1,50,5,4,10,11,marianoviz1988@gmail.com
benthic_pqt,bajo_calderon_control,Managed Access,2023,6,1,8.3,4,Turf algae,1,50,5,1,10,11,marianoviz1988@gmail.com
benthic_pqt,bajo_calderon_control,Managed Access,2023,6,1,8.3,4,Dead coral,1,50,6,1,10,11,marianoviz1988@gmail.com
benthic_pqt,bajo_calderon_control,Managed Access,2023,6,1,8.3,4,Dictyota,1,50,6,4,10,11,marianoviz1988@gmail.com
benthic_pqt,bajo_calderon_control,Managed Access,2023,6,1,8.3,4,Hard coral,1,50,6,1,10,11,marianoviz1988@gmail.com
benthic_pqt,bajo_calderon_control,Managed Access,2023,6,1,8.3,4,Sand,1,50,6,3,10,11,marianoviz1988@gmail.com
benthic_pqt,bajo_calderon_control,Managed Access,2023,6,1,8.3,4,Unknown,1,50,6,1,10,11,marianoviz1988@gmail.com
benthic_pqt,bajo_calderon_control,Managed Access,2023,6,1,8.3,4,Dictyota,1,50,7,3,10,11,marianoviz1988@gmail.com
benthic_pqt,bajo_calderon_control,Managed Access,2023,6,1,8.3,4,Lobophora,1,50,7,1,10,11,marianoviz1988@gmail.com
benthic_pqt,bajo_calderon_control,Managed Access,2023,6,1,8.3,4,Sand,1,50,7,3,10,11,marianoviz1988@gmail.com
benthic_pqt,bajo_calderon_control,Managed Access,2023,6,1,8.3,4,Turf algae,1,50,7,3,10,11,marianoviz1988@gmail.com
benthic_pqt,bajo_calderon_control,Managed Access,2023,6,1,8.3,4,Dictyota,1,50,8,7,10,11,marianoviz1988@gmail.com
benthic_pqt,bajo_calderon_control,Managed Access,2023,6,1,8.3,4,Lobophora,1,50,8,2,10,11,marianoviz1988@gmail.com
benthic_pqt,bajo_calderon_control,Managed Access,2023,6,1,8.3,4,Unknown,1,50,8,1,10,11,marianoviz1988@gmail.com
benthic_pqt,bajo_calderon_control,Managed Access,2023,6,1,8.3,4,Dictyota,1,50,9,6,10,11,marianoviz1988@gmail.com
benthic_pqt,bajo_calderon_control,Managed Access,2023,6,1,8.3,4,Soft coral,1,50,9,1,10,11,marianoviz1988@gmail.com
benthic_pqt,bajo_calderon_control,Managed Access,2023,6,1,8.3,4,Turf algae,1,50,9,3,10,11,marianoviz1988@gmail.com
benthic_pqt,bajo_calderon_control,Managed Access,2023,6,1,8.3,4,Dictyota,1,50,10,8,10,11,marianoviz1988@gmail.com
benthic_pqt,bajo_calderon_control,Managed Access,2023,6,1,8.3,4,Sand,1,50,10,1,10,11,marianoviz1988@gmail.com
benthic_pqt,bajo_calderon_control,Managed Access,2023,6,1,8.3,4,Sponge,1,50,10,1,10,11,marianoviz1988@gmail.com
benthic_pqt,bajo_calderon_control,Managed Access,2023,6,1,8.3,4,Dictyota,1,50,11,10,10,11,marianoviz1988@gmail.com
benthic_pqt,bajo_seco,Reserve,2023,6,1,8.3,1,Dead coral,1,50,1,1,10,12,marianoviz1988@gmail.com
benthic_pqt,bajo_seco,Reserve,2023,6,1,8.3,1,Dictyota,1,50,1,8,10,12,marianoviz1988@gmail.com
benthic_pqt,bajo_seco,Reserve,2023,6,1,8.3,1,Turf algae,1,50,1,1,10,12,marianoviz1988@gmail.com
benthic_pqt,bajo_seco,Reserve,2023,6,1,8.3,1,Rubble,1,50,2,9,10,12,marianoviz1988@gmail.com
benthic_pqt,bajo_seco,Reserve,2023,6,1,8.3,1,Sand,1,50,2,1,10,12,marianoviz1988@gmail.com
benthic_pqt,bajo_seco,Reserve,2023,6,1,8.3,1,Dictyota,1,50,3,2,10,12,marianoviz1988@gmail.com
benthic_pqt,bajo_seco,Reserve,2023,6,1,8.3,1,Rubble,1,50,3,1,10,12,marianoviz1988@gmail.com
