Site *,Management *,Sample date: Year *,Sample date: Month *,Sample date: Day *,Depth *,Transect number *,Transect length surveyed *,Width *,Fish size bin *,Observer emails *,Fish name *,Size *,Count *
glca4,Managed Access,2019,6,1,5,9,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Halichoeres garnoti,8,1
glca4,Managed Access,2019,6,1,5,9,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Holacanthus ciliaris,25.5,1
glca4,Managed Access,2019,6,1,5,8,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Microspathodon chrysurus,8,1
glca4,Managed Access,2019,6,1,5,8,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Halichoeres garnoti,2.5,15
glca4,Managed Access,2019,6,1,5,8,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Sparisoma aurofrenatum,15.5,1
glca4,Managed Access,2019,6,1,4,6,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Sparisoma aurofrenatum,8,2
glca4,Managed Access,2019,6,1,4,6,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Sparisoma aurofrenatum,2.5,5
glca4,Managed Access,2019,6,1,5,5,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Acanthurus tractus,15.5,2
glca4,Managed Access,2019,6,1,6,1,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Halichoeres garnoti,2.5,1
glca4,Managed Access,2019,6,1,6,1,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Scarus taeniopterus,2.5,7
gmia3,Reserve,2019,5,30,5,10,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Caranx ruber,8,2
gmia3,Reserve,2019,5,30,5,5,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Halichoeres garnoti,2.5,3
gmia3,Reserve,2019,5,30,5,4,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Halichoeres garnoti,15.5,3
gmia3,Reserve,2019,5,30,5,2,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Haemulon flavolineatum,8,1
bajo_calderon_(5),Managed Access,2019,5,4,20,1,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Caranx ruber,15.5,10
7,Reserve,2021,3,6,7,3,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Scarus guacamaia,8,1
7,Reserve,2021,3,6,7,1,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Sphoeroides spengleri,25.5,1
7,Reserve,2021,3,6,7,1,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Acanthurus chirurgus,2.5,2
7,Reserve,2021,3,6,7,1,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Sparisoma chrysopterum,15.5,2
7,Reserve,2021,3,6,7,1,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Scarus vetula,8,1
mil-1,Managed Access,2021,9,8,15,3,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Calamus pennatula,15.5,1
mil-1,Managed Access,2021,9,8,15,3,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Scarus taeniopterus,2.5,3
mil-1,Managed Access,2021,9,8,15,3,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Holacanthus tricolor,15.5,2
mil-1,Managed Access,2021,9,8,12,1,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Haemulon macrostomum,25.5,3
mil-1,Managed Access,2021,9,8,12,1,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Holacanthus tricolor,15.5,1
punto__7,Reserve,2021,3,7,6,5,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Bodianus rufus,25.5,1
punto__7,Reserve,2021,3,7,6,4,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Cephalopholis cruentata,15.5,1
punto__7,Reserve,2021,3,7,7,3,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Acanthurus chirurgus,2.5,1
gmia2,Reserve,2019,5,31,2,4,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Lactophrys bicaudalis,8,1
gmia2,Reserve,2019,5,31,3,3,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Haemulon plumierii,15.5,3
gmia2,Reserve,2019,5,31,3,2,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Sparisoma viride,8,1
gmia2,Reserve,2019,5,31,3,2,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Sparisoma aurofrenatum,8,3
gmia2,Reserve,2019,5,31,3,1,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Acanthurus coeruleus,8,1
6,Reserve,2021,3,7,6,4,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Sparisoma viride,8,5
6,Reserve,2021,3,7,6,4,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Haemulon plumierii,15.5,2
6,Reserve,2021,3,7,4,2,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Scarus compressus,2.5,2
6,Reserve,2021,3,7,4,1,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Haemulon sciurus,15.5,1
6,Reserve,2021,3,7,4,1,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Prognathodes aculeatus,25.5,1
glia1,Reserve,2019,5,29,7,10,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Halichoeres bivittatus,15.5,1
glia1,Reserve,2019,5,29,6,9,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Halichoeres bivittatus,15.5,1
glia1,Reserve,2019,5,29,5,2,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Halichoeres garnoti,15.5,3
glia1,Reserve,2019,5,29,4,1,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Acanthurus chirurgus,15.5,1
glca1,Managed Access,2019,6,1,8,10,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Acanthurus tractus,8,1
glca1,Managed Access,2019,6,1,8,10,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Haemulon sciurus,25.5,4
glca1,Managed Access,2019,6,1,8,5,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Sparisoma rubripinne,15.5,1
glca1,Managed Access,2019,6,1,7,4,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Microspathodon chrysurus,15.5,5
22,Managed Access,2021,3,6,8,3,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Acanthurus coeruleus,15.5,1
22,Managed Access,2021,3,6,7,2,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Microspathodon chrysurus,8,1
22,Managed Access,2021,3,6,7,2,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Halichoeres radiatus,8,2
22,Managed Access,2021,3,6,7,1,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Stegastes planifrons,8,5
22,Managed Access,2021,3,6,7,1,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Diodon holocanthus,8,3
22,Managed Access,2021,3,6,7,1,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Sparisoma viride,15.5,2
point_6,Reserve,2021,3,7,6,4,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Stegastes planifrons,8,1
point_6,Reserve,2021,3,7,5,3,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Ocyurus chrysurus,8,1
point_6,Reserve,2021,3,7,5,3,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Lutjanus apodus,8,3
point_6,Reserve,2021,3,7,5,3,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Haemulon melanurum,8,2
point_6,Reserve,2021,3,7,4,1,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Acanthurus coeruleus,15.5,58
10,Reserve,2021,3,7,8,5,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Halichoeres bivittatus,8,1
10,Reserve,2021,3,7,9,4,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Trachinotus falcatus,15.5,3
10,Reserve,2021,3,7,8,2,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Microspathodon chrysurus,15.5,3
10,Reserve,2021,3,7,8,2,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Pterois volitans,35.5,1
10,Reserve,2021,3,7,8,2,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Acanthurus coeruleus,15.5,5
10,Reserve,2021,3,7,8,2,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Scarus guacamaia,35.5,1
10,Reserve,2021,3,7,8,1,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Halichoeres bivittatus,15.5,1
punto__7,Reserve,2021,3,7,7,2,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Acanthurus chirurgus,8,2
gmca2,Managed Access,2019,7,9,4,10,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Kyphosus,15.5,7
gmca2,Managed Access,2019,7,9,4,10,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Acanthurus coeruleus,2.5,1
gmca2,Managed Access,2019,7,9,4,8,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Sparisoma viride,2.5,1
gmca2,Managed Access,2019,7,9,4,7,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Scarus taeniopterus,8,1
gmca2,Managed Access,2019,7,9,4,7,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Holacanthus tricolor,8,1
gmca2,Managed Access,2019,7,9,4,6,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Halichoeres garnoti,2.5,4
gmca2,Managed Access,2019,7,9,4,6,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Acanthurus chirurgus,15.5,2
gmca2,Managed Access,2019,7,9,4,5,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Sparisoma viride,8,2
gmca2,Managed Access,2019,7,9,4,5,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Sparisoma viride,2.5,1
gmca2,Managed Access,2019,7,9,4,4,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Stegastes planifrons,8,3
gmca2,Managed Access,2019,7,9,4,3,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Halichoeres garnoti,8,5
gmca2,Managed Access,2019,7,9,4,3,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Haemulon flavolineatum,25.5,1
gmca2,Managed Access,2019,7,9,4,3,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Holacanthus tricolor,8,1
gmca2,Managed Access,2019,7,9,3,2,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Microspathodon chrysurus,15.5,1
gmca2,Managed Access,2019,7,9,3,2,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Acanthurus chirurgus,15.5,1
gmca2,Managed Access,2019,7,9,3,2,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Holacanthus tricolor,15.5,1
gmca2,Managed Access,2019,7,9,4,1,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Sparisoma aurofrenatum,25.5,1
punto_8,Reserve,2021,3,4,7,5,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Acanthurus tractus,15.5,1
punto_8,Reserve,2021,3,4,8,4,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Caranx ruber,35.5,2
punto_8,Reserve,2021,3,4,6,2,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Chaetodon capistratus,15.5,3
punto_8,Reserve,2021,3,4,6,1,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Melichthys niger,15.5,1
punto_8,Reserve,2021,3,4,6,1,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Sparisoma viride,15.5,3
punto_8,Reserve,2021,3,4,6,1,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Sparisoma viride,8,3
bajo_calderon_(2),Managed Access,2019,5,4,18,1,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Sparisoma viride,15.5,1
19,Managed Access,2021,3,19,3,4,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Ocyurus chrysurus,35.5,3
19,Managed Access,2021,3,19,3,3,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Halichoeres bivittatus,2.5,3
19,Managed Access,2021,3,19,3,3,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Acanthurus coeruleus,2.5,4
19,Managed Access,2021,3,19,3,3,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Lutjanus synagris,15.5,4
19,Managed Access,2021,3,19,3,2,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Scarus guacamaia,25.5,3
19,Managed Access,2021,3,19,3,1,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Microspathodon chrysurus,8,6
glia2,Reserve,2019,5,29,4,4,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Microspathodon chrysurus,25.5,1
gmca1,Managed Access,2019,5,30,2,10,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Acanthurus coeruleus,2.5,2
gmca1,Managed Access,2019,5,30,2,10,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Scarus iseri,15.5,2
gmca1,Managed Access,2019,5,30,2,10,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Scarus taeniopterus,2.5,1
gmca1,Managed Access,2019,5,30,4,9,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Scarus taeniopterus,2.5,1
gmca1,Managed Access,2019,5,30,5,8,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Kyphosus,15.5,2
gmca1,Managed Access,2019,5,30,6,5,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Sparisoma aurofrenatum,15.5,1
gmca1,Managed Access,2019,5,30,7,3,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Acanthurus tractus,15.5,7
gmca1,Managed Access,2019,5,30,6,2,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Acanthurus tractus,8,3
gmca1,Managed Access,2019,5,30,5,1,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Acanthurus tractus,2.5,1
gmca1,Managed Access,2019,5,30,5,1,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Acanthurus coeruleus,15.5,2
gmca1,Managed Access,2019,5,30,5,1,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Sparisoma aurofrenatum,15.5,1
gmia1,Reserve,2019,5,30,3,10,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Sparisoma viride,8,2
gmia1,Reserve,2019,5,30,3,10,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Sparisoma viride,2.5,1
gmia1,Reserve,2019,5,30,3,10,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Scarus taeniopterus,8,1
gmia1,Reserve,2019,5,30,4,8,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Cantherhines pullus,2.5,1
gmia1,Reserve,2019,5,30,4,8,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Acanthurus tractus,8,1
gmia1,Reserve,2019,5,30,4,8,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Acanthurus chirurgus,8,2
gmia1,Reserve,2019,5,30,3,7,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Acanthurus coeruleus,8,3
gmia1,Reserve,2019,5,30,3,7,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Acanthurus coeruleus,2.5,1
gmia1,Reserve,2019,5,30,6,6,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Microspathodon chrysurus,8,2
gmia1,Reserve,2019,5,30,4,5,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Stegastes planifrons,2.5,1
gmia1,Reserve,2019,5,30,3,4,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Melichthys niger,15.5,3
gmia1,Reserve,2019,5,30,3,4,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Sparisoma viride,8,1
gmia1,Reserve,2019,5,30,6,3,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Acanthurus coeruleus,15.5,3
gmia1,Reserve,2019,5,30,6,3,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Acanthurus coeruleus,8,10
gmia1,Reserve,2019,5,30,4,1,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Microspathodon chrysurus,8,4
17,Managed Access,2021,3,9,2,5,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Acanthurus coeruleus,2.5,1
17,Managed Access,2021,3,9,2,2,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Acanthurus coeruleus,2.5,4
17,Managed Access,2021,3,9,2,1,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Sparisoma atomarium,8,2
mil-3,Managed Access,2021,9,8,13,2,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Ocyurus chrysurus,15.5,1
mil-3,Managed Access,2021,9,8,13,2,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Sparisoma aurofrenatum,8,3
